Latitude,Longitude,Genus,Date.Planted,Diameter.Breast.Height,Useful.Life.Expectancy.Value,Located.in,Year.Planted
-37.81173942,144.9826249,Jacaranda,15/10/1998,48,20,Park,1998
-37.81256096,144.9789951,Platanus,14/10/1998,76,5,Park,1998
-37.81185189,144.9789728,Ulmus,14/10/1998,113,10,Park,1998
-37.81335406,144.9763646,Lagunaria,1/01/2000,60,30,Park,1900
-37.8136452,144.9824334,Cedrus,16/10/1998,59,20,Park,1998
-37.81175294,144.9806012,Ulmus,14/10/1998,98,10,Park,1998
-37.81471026,144.9822209,Ulmus,13/10/1998,73,60,Park,1998
-37.81148525,144.9791591,Cupressus,14/10/1998,100,60,Park,1998
-37.81448296,144.9810521,Ulmus,13/10/1998,138,5,Park,1998
-37.81320243,144.9799884,Ulmus,14/10/1998,115,10,Park,1998
-37.81335832,144.9812431,Syzygium,2/01/2000,49,30,Park,1900
-37.81586545,144.9770824,Ulmus,10/12/1998,45,30,Park,1998
-37.81475576,144.9764283,Ficus,16/10/1998,238,20,Park,1998
-37.81288032,144.9825466,Araucaria,16/10/1998,100,60,Park,1998
-37.81280055,144.9813206,Ulmus,15/10/1998,110,10,Park,1998
-37.81574445,144.9809745,Phoenix,13/10/1998,75,60,Park,1998
-37.81217516,144.9794045,Washingtonia,,30,60,Park,NA
-37.8141416,144.9748238,Schinus,16/10/1998,79,60,Park,1998
-37.81488343,144.9817352,Agathis,20/01/2006,8,80,Park,2006
-37.8148493,144.9751644,Sequoia,1/01/2000,13,80,Park,2000
-37.81388157,144.976939,Liriodendron,1/11/2007,3,60,Park,2007
-37.81227836,144.9805082,Ulmus,14/10/1998,93,20,Park,1998
-37.8141407,144.9818465,Quercus,5/06/2007,4,80,Park,2007
-37.81607812,144.9781366,Ulmus,10/12/1998,77,30,Park,1998
-37.81487227,144.9823248,Agathis,20/01/2006,7,80,Park,2006
-37.81605813,144.9780013,Ulmus,10/12/1998,15,20,Park,1998
-37.81604321,144.9778724,Ulmus,10/12/1998,69,30,Park,1998
-37.813423,144.9777233,Corymbia,1/01/2000,23,60,Street,1900
-37.81185624,144.9761304,Platanus,1/01/2000,11,60,Street,2000
-37.8151213,144.9804133,Ficus,13/10/1998,179,30,Park,1998
-37.81426644,144.9791577,Ulmus,10/12/1998,186,20,Park,1998
-37.81147719,144.9800606,Ulmus,1/01/2000,22,80,Park,2000
-37.81231254,144.9814451,Quercus,12/12/2006,6,80,Park,2006
-37.81273169,144.9791816,Platanus,14/10/1998,76,5,Park,1998
-37.81412097,144.9822047,Ficus,13/10/1998,234,60,Park,1998
-37.81412696,144.9791489,Quercus,10/12/1998,42,60,Park,1998
-37.81260429,144.9790467,Platanus,14/10/1998,59,5,Park,1998
-37.81225604,144.9779162,Corymbia,21/11/1997,33,60,Street,1997
-37.81456547,144.9823221,Taxodium,20/07/2010,1,80,Park,2010
-37.81644413,144.9800132,Pinus,10/09/1998,98,60,Park,1998
-37.81264722,144.9796946,Ulmus,14/10/1998,23,80,Park,1998
-37.8106319,144.9812071,Ficus,15/10/1998,109,30,Park,1998
-37.81331212,144.9779416,Ficus,10/12/1998,126,30,Park,1998
-37.81308221,144.9811125,Ulmus,15/10/1998,98,20,Park,1998
-37.81492605,144.9755243,Agathis,16/10/1998,73,60,Park,1998
-37.81588536,144.9772865,Syzygium,26/05/2005,7,10,Park,2005
-37.81236984,144.9787915,Platanus,14/10/1998,77,5,Park,1998
-37.81560675,144.9817369,Agathis,13/10/1998,92,60,Park,1998
-37.81087602,144.9795987,Ficus,14/10/1998,246,60,Park,1998
-37.81485543,144.9821994,Agathis,20/01/2006,8,80,Park,2006
-37.81310883,144.9827341,Araucaria,14/07/2000,28,80,Park,2000
-37.8130532,144.9779986,Ulmus,14/10/1998,117,20,Park,1998
-37.81386578,144.9797776,Ulmus,13/10/1998,167,20,Park,1998
-37.81420804,144.9757581,Ficus,16/10/1998,136,60,Park,1998
-37.81594215,144.9777439,Pittosporum,10/12/1998,10,10,Park,1998
-37.81574098,144.9754507,Corymbia,10/12/1998,74,60,Park,1998
-37.81175424,144.9788855,Ulmus,14/10/1998,112,20,Park,1998
-37.8150858,144.9753183,Lophostemon,16/10/1998,66,60,Park,1998
-37.8157415,144.9755388,Corymbia,10/12/1998,33,30,Park,1998
-37.81202791,144.9786009,Lagunaria,2/01/2000,70,30,Park,1900
-37.8148897,144.9750035,Phoenix,2/01/2000,60,60,Park,1900
-37.81570053,144.9824341,Ficus,6/06/2007,11,80,Park,2007
-37.81221324,144.9791182,Ulmus,14/10/1998,108,20,Park,1998
-37.81168317,144.9754985,Platanus,21/11/1997,40,10,Street,1997
-37.81252894,144.9829511,Araucaria,14/07/2000,23,80,Park,2000
-37.81367111,144.9802182,Syzygium,2/01/2000,27,60,Park,1900
-37.81580829,144.9784765,Schinus,10/12/1998,70,60,Street,1998
-37.81336345,144.978081,Ficus,10/12/1998,187,20,Park,1998
-37.8140378,144.9748872,Aesculus,16/10/1998,27,10,Park,1998
-37.81391074,144.9759467,Corylopsis,1/01/2000,30,10,Park,1900
-37.81357066,144.9803353,Syzygium,2/01/2000,74,20,Park,1900
-37.81089936,144.9762606,Platanus,1/01/2000,30,30,Street,2000
-37.81430596,144.9767307,Ulmus,20/01/2006,6,80,Park,2006
-37.81374963,144.9776678,Corymbia,1/01/2000,12,80,Street,1900
-37.81325604,144.9803867,Fraxinus,14/10/1998,65,30,Park,1998
-37.8138223,144.9825296,Araucaria,13/10/1998,120,60,Park,1998
-37.81652975,144.9780186,Pyrus,15/06/1999,14,20,Street,1999
-37.81272387,144.9792875,Platanus,14/10/1998,64,5,Park,1998
-37.81481355,144.9810701,Agathis,20/01/2006,10,80,Park,2006
-37.8143255,144.9748692,Ulmus,16/10/1998,109,20,Park,1998
-37.8133052,144.9774707,Ulmus,16/10/1998,135,20,Park,1998
-37.81511766,144.9821351,Quercus,5/06/2007,3,80,Park,2007
-37.81434508,144.9755939,Ulmus,16/10/1998,122,5,Park,1998
-37.81573827,144.9757071,Corymbia,10/12/1998,34,60,Park,1998
-37.81439577,144.9767183,Ulmus,16/10/1998,144,5,Park,1998
-37.81360386,144.9765686,Corylopsis,2/01/2000,27,20,Park,1900
-37.81605672,144.9786852,Pittosporum,10/12/1998,17,30,Park,1998
-37.8147409,144.980397,Agathis,,6,80,Park,NA
-37.81269727,144.9792292,Platanus,14/10/1998,58,5,Park,1998
-37.8135963,144.9772301,Ficus,16/10/1998,265,20,Park,1998
-37.81412066,144.9826705,Calodendrum,13/10/1998,46,20,Park,1998
-37.81498728,144.9762085,Agathis,16/10/1998,50,60,Park,1998
-37.81432139,144.9798233,Acer,13/10/1998,38,10,Park,1998
-37.81168411,144.9822421,Cordyline,15/10/1998,62,20,Park,1998
-37.81598155,144.9764284,Ulmus,10/12/1998,78,5,Park,1998
-37.81307855,144.9791184,Araucaria,14/10/1998,110,60,Park,1998
-37.81146342,144.979641,Pinus,14/10/1998,92,60,Park,1998
-37.81464906,144.9762814,Ficus,16/10/1998,193,30,Park,1998
-37.81112379,144.9829488,Phoenix,15/10/1998,75,60,Park,1998
-37.81329999,144.9828721,Pinus,20/07/2010,7,80,Park,2010
-37.81170665,144.982185,Phoenix,15/10/1998,79,60,Park,1998
-37.81275484,144.9793489,Platanus,14/10/1998,74,10,Park,1998
-37.81476285,144.9779738,Ulmus,10/12/1998,128,20,Park,1998
-37.81338068,144.9809181,Araucaria,15/10/1998,97,60,Park,1998
-37.81432476,144.9802772,Ulmus,13/10/1998,106,10,Park,1998
-37.81491571,144.9814677,Ulmus,13/10/1998,157,10,Park,1998
-37.81069953,144.9807626,Ulmus,14/10/1998,102,10,Park,1998
-37.81194359,144.9754976,Platanus,21/11/1997,38,20,Street,1997
-37.81579552,144.9816147,Hesperocyparis,13/10/1998,44,10,Park,1998
-37.81205333,144.9796099,Jacaranda,16/10/1998,36,20,Park,1998
-37.81295522,144.981096,Ulmus,15/10/1998,127,5,Park,1998
-37.81323069,144.9809054,Ulmus,15/10/1998,20,80,Park,1998
-37.81148965,144.9799357,Ulmus,1/01/2000,21,80,Park,1900
-37.81473595,144.980061,Ulmus,10/12/1998,116,10,Park,1998
-37.81306659,144.9803593,Cordyline,1/01/2000,27,20,Park,2000
-37.81257249,144.9819107,Ulmus,16/10/1998,95,10,Park,1998
-37.81099123,144.9812241,Quercus,2/07/2007,5,80,Park,2007
-37.81624081,144.9790199,Corymbia,17/07/2008,8,80,Street,2008
-37.81110087,144.9807071,Ulmus,14/10/1998,107,20,Park,1998
-37.81495549,144.975219,Araucaria,2/01/2000,76,60,Park,1900
-37.81202188,144.981512,Quercus,15/10/1998,43,30,Park,1998
-37.81641444,144.9819401,Ficus,10/12/1998,101,60,Park,1998
-37.81421045,144.9775923,Corymbia,21/11/1997,27,60,Street,1997
-37.81494256,144.9768628,Ficus,16/10/1998,240,60,Park,1998
-37.81147478,144.9817906,Phoenix,2/01/2000,102,80,Park,1900
-37.81602446,144.9777514,Ulmus,10/12/1998,71,30,Park,1998
-37.81598521,144.9774703,Ulmus,10/12/1998,83,30,Park,1998
-37.81431499,144.9769048,Ulmus,4/03/2010,3,80,Park,2010
-37.81152827,144.9808268,Ulmus,1/01/2000,43,30,Park,1900
-37.81596519,144.9781518,Pittosporum,10/12/1998,8,20,Park,1998
-37.81416142,144.9801485,Ulmus,13/10/1998,5,10,Park,1998
-37.81272257,144.9814186,Ulmus,15/10/1998,131,10,Park,1998
-37.81579444,144.981846,Cedrus,13/10/1998,98,10,Park,1998
-37.81094925,144.9786353,Araucaria,14/10/1998,66,60,Park,1998
-37.81369083,144.9774662,Ulmus,16/10/1998,121,30,Park,1998
-37.8140958,144.9747228,Aesculus,16/10/1998,45,20,Park,1998
-37.81599764,144.9784039,Pittosporum,10/12/1998,14,30,Park,1998
-37.81564956,144.9803443,Araucaria,13/10/1998,57,60,Park,1998
-37.81642578,144.982076,Ficus,10/12/1998,129,60,Park,1998
-37.81378765,144.9749827,Ulmus,2/01/2000,140,20,Park,1900
-37.81513093,144.9818842,Ulmus,13/10/1998,125,10,Park,1998
-37.81479477,144.9757143,Corymbia,16/10/1998,73,60,Park,1998
-37.814711,144.9828161,Ulmus,25/11/1997,78,20,Street,1997
-37.81496487,144.976037,Brachychiton,1/01/2000,32,60,Park,1900
-37.81314571,144.9830929,Ulmus,25/11/1997,80,20,Street,1997
-37.8130203,144.9827849,Cupressus,17/10/1998,83,60,Park,1998
-37.81499197,144.9820842,Quercus,14/10/1998,55,60,Park,1998
-37.81328869,144.9825436,Fraxinus,16/10/1998,77,60,Park,1998
-37.81601761,144.978575,Pittosporum,10/12/1998,13,20,Park,1998
-37.81398442,144.9757664,Ficus,16/10/1998,193,10,Park,1998
-37.8148674,144.9805107,Ulmus,,5,80,Park,NA
-37.81531309,144.9812711,Ulmus,,5,80,Park,NA
-37.81602405,144.9784513,Pittosporum,10/12/1998,11,10,Park,1998
-37.81395274,144.9818114,Quercus,5/06/2007,4,80,Park,2007
-37.81482702,144.9772866,Ulmus,16/10/1998,127,20,Park,1998
-37.81346017,144.9825799,Fraxinus,16/10/1998,64,60,Park,1998
-37.81169108,144.9825493,Liriodendron,15/10/1998,33,60,Park,1998
-37.81496116,144.9772369,Ulmus,18/10/1998,144,20,Park,1998
-37.81320355,144.9768938,Cedrus,20/01/2006,10,80,Park,2006
-37.81505194,144.9820285,Pinus,13/10/1998,95,20,Park,1998
-37.81600816,144.9783189,Pittosporum,10/12/1998,17,20,Park,1998
-37.81228512,144.9794738,Washingtonia,,31,60,Park,NA
-37.81609665,144.9758107,Platanus,20/11/1997,45,10,Street,1997
-37.81321864,144.9770167,Cedrus,20/01/2006,18,80,Park,2006
-37.81364022,144.9823536,Cedrus,16/10/1998,82,20,Park,1998
-37.8165639,144.9811278,Pinus,10/09/1998,80,60,Park,1998
-37.8143614,144.9757827,Ulmus,16/10/1998,111,5,Park,1998
-37.8113938,144.9785777,Ulmus,14/10/1998,99,10,Park,1998
-37.81250699,144.9803453,Syzygium,2/01/2000,65,20,Park,1900
-37.81451069,144.9820496,Phoenix,13/10/1998,69,60,Park,1998
-37.81273667,144.9797713,Ulmus,14/10/1998,126,5,Park,1998
-37.8126049,144.9801799,Betula,14/10/1998,21,10,Park,1998
-37.81244047,144.9821214,Ulmus,16/10/1998,98,20,Park,1998
-37.81594356,144.9779312,Pittosporum,10/12/1998,13,20,Park,1998
-37.81347329,144.9821465,Lagunaria,2/01/2000,66,30,Park,1900
-37.81480223,144.9809358,Agathis,20/01/2006,11,80,Park,2006
-37.81244799,144.9795274,Ulmus,14/10/1998,122,20,Park,1998
-37.81573983,144.9756881,Corymbia,10/12/1998,16,20,Park,1998
-37.811767,144.9794663,Ulmus,14/10/1998,120,20,Park,1998
-37.81258678,144.9803685,Syzygium,2/01/2000,27,30,Park,1900
-37.81436966,144.9761637,Ficus,16/10/1998,127,10,Park,1998
-37.8147424,144.9810887,Agathis,12/12/2006,8,80,Park,2006
-37.81145857,144.979243,Cupressus,14/10/1998,103,60,Park,1998
-37.81255404,144.9778677,Corymbia,21/11/1997,18,60,Street,1997
-37.81574198,144.9758758,Eucalyptus,10/12/1998,76,60,Park,1998
-37.81291347,144.9828615,Phoenix,16/10/1998,74,60,Park,1998
-37.81291205,144.9800609,Washingtonia,1/01/2000,25,60,Park,2000
-37.8145565,144.97872,Ulmus,10/12/1998,160,10,Park,1998
-37.81104929,144.9756095,Platanus,21/11/1997,31,5,Street,1997
-37.81430419,144.9765856,Ulmus,14/09/2009,6,80,Park,2009
-37.81135293,144.9826472,Cupressus,15/10/1998,57,60,Park,1998
-37.81282221,144.9821686,Lophostemon,16/10/1998,60,30,Park,1998
-37.81284714,144.9826715,Araucaria,16/10/1998,125,60,Park,1998
-37.81356902,144.9758475,Corymbia,12/12/2006,12,80,Park,2006
-37.8160289,144.9786765,Pittosporum,10/12/1998,10,10,Park,1998
-37.81553737,144.9812381,Cedrus,13/10/1998,91,20,Park,1998
-37.81065897,144.9788818,Araucaria,14/10/1998,56,60,Park,1998
-37.81411679,144.9824657,Araucaria,13/10/1998,102,60,Park,1998
-37.81487374,144.9802131,Ulmus,13/10/1998,105,5,Park,1998
-37.81558591,144.9822562,Ulmus,13/10/1998,107,20,Park,1998
-37.81189244,144.9795238,Syzygium,2/01/2000,47,30,Park,1900
-37.81369013,144.9809856,Cedrus,13/10/1998,111,20,Park,1998
-37.81482216,144.9803901,Ulmus,,3,80,Park,NA
-37.81129722,144.9808481,Ulmus,14/10/1998,119,20,Park,1998
-37.8164406,144.9783902,Platanus,20/11/1997,67,20,Street,1997
-37.81573909,144.9758335,Eucalyptus,10/12/1998,65,30,Park,1998
-37.81542445,144.9787586,Livistona,2/01/2000,29,60,Park,1900
-37.81107821,144.9812566,Quercus,15/10/1998,81,60,Park,1998
-37.81626565,144.9770449,Platanus,20/11/1997,81,20,Street,1997
-37.81538957,144.9777083,Schinus,10/12/1998,104,60,Park,1998
-37.81185367,144.9781732,Ulmus,14/10/1998,18,60,Park,1998
-37.81547401,144.9789369,Araucaria,10/12/1998,55,60,Park,1998
-37.81247802,144.9804846,Ulmus,14/10/1998,104,20,Park,1998
-37.81342758,144.9784673,Glochidion,13/10/1998,28,20,Park,1998
-37.81363235,144.9825724,Pinus,16/10/1998,141,60,Park,1998
-37.81108188,144.9828595,Tilia,15/10/1998,57,60,Park,1998
-37.81378748,144.9806662,Ulmus,13/10/1998,163,10,Park,1998
-37.81619059,144.9765051,Platanus,20/11/1997,76,20,Street,1997
-37.81601179,144.9785406,Pittosporum,10/12/1998,8,10,Park,1998
-37.81307956,144.9828351,Corymbia,16/10/1998,69,20,Park,1998
-37.81315736,144.9772995,Agonis,16/10/1998,141,30,Park,1998
-37.81452938,144.9812998,Ulmus,13/10/1998,97,5,Park,1998
-37.81154449,144.9796131,Pinus,14/10/1998,98,60,Park,1998
-37.81317714,144.9816088,Quercus,16/10/1998,106,30,Park,1998
-37.81190251,144.9765415,Platanus,21/11/1997,36,20,Street,1997
-37.81419891,144.9825774,Taxodium,14/07/2000,27,80,Park,2000
-37.81157793,144.9809635,Grevillea,16/10/1998,59,20,Park,1998
-37.81579333,144.9784032,Ulmus,10/12/1998,38,60,Street,1998
-37.81455148,144.9775358,Corymbia,21/11/1997,29,60,Street,1997
-37.81519662,144.9801808,Ulmus,13/10/1998,103,10,Park,1998
-37.81429816,144.9813957,Phoenix,13/10/1998,79,60,Park,1998
-37.81277274,144.9783913,Platanus,14/10/1998,87,20,Park,1998
-37.81158377,144.9826977,Fraxinus,15/10/1998,51,60,Park,1998
-37.81359821,144.9788316,Liriodendron,13/10/1998,23,60,Park,1998
-37.8146762,144.9805388,Agathis,20/01/2006,7,80,Park,2006
-37.81323196,144.9757833,Washingtonia,16/10/1998,63,60,Park,1998
-37.81518625,144.9768738,Ficus,16/10/1998,172,60,Park,1998
-37.8124493,144.9828788,Cupressus,2/01/2000,62,60,Park,1900
-37.81142812,144.9815187,Cordyline,2/01/2000,30,10,Park,1900
-37.81462614,144.9826079,Populus,13/10/1998,112,10,Park,1998
-37.81389141,144.9778426,Ulmus,10/12/1998,143,20,Park,1998
-37.81461616,144.9769992,Ulmus,2/01/2000,96,30,Park,1900
-37.8143231,144.9772144,Ulmus,26/11/2008,3,80,Park,2008
-37.81252307,144.9789246,Platanus,14/10/1998,67,10,Park,1998
-37.81172736,144.9807436,Ulmus,14/10/1998,21,30,Park,1998
-37.8159845,144.9781266,Pittosporum,10/12/1998,8,5,Park,1998
-37.81302508,144.9765137,Phoenix,16/10/1998,65,60,Park,1998
-37.81532361,144.9816588,Corymbia,1/01/2000,88,60,Park,2000
-37.81397921,144.9808318,Ulmus,13/10/1998,114,10,Park,1998
-37.81200908,144.9774942,Platanus,21/11/1997,35,30,Street,1997
-37.81415019,144.9819482,Quercus,5/06/2007,4,80,Park,2007
-37.81282572,144.9793622,Platanus,14/10/1998,74,10,Park,1998
-37.81249106,144.9776216,Phoenix,16/10/1998,66,60,Park,1998
-37.81288057,144.978284,Gleditsia,14/10/1998,101,20,Park,1998
-37.81379492,144.9818937,Cedrus,14/07/2000,19,80,Park,2000
-37.81277709,144.9819283,Quercus,16/10/1998,66,60,Park,1998
-37.8109817,144.9779274,Platanus,21/11/1997,76,30,Street,1997
-37.81133836,144.9819234,Corymbia,15/10/1998,77,60,Park,1998
-37.81637609,144.9778609,Platanus,20/11/1997,58,20,Street,1997
-37.81501464,144.9761015,Quercus,16/10/1998,68,20,Park,1998
-37.81120114,144.9812785,Quercus,12/12/2006,3,80,Park,2006
-37.8139565,144.9820515,Ligustrum,13/10/1998,52,30,Park,1998
-37.81205762,144.9806791,Ulmus,14/10/1998,101,10,Park,1998
-37.81441535,144.9775588,Corymbia,1/01/2000,28,30,Street,1900
-37.81181496,144.9784962,Cedrus,14/10/1998,25,80,Park,1998
-37.81418563,144.9759638,Ficus,,268,60,Park,NA
-37.81431355,144.9799811,Thuja,13/10/1998,30,60,Park,1998
-37.81270949,144.9791322,Platanus,14/10/1998,75,5,Park,1998
-37.81171648,144.9816858,Corymbia,15/10/1998,106,60,Park,1998
-37.81105948,144.9811264,Quercus,12/12/2006,5,80,Park,2006
-37.81234935,144.9815948,Quercus,12/12/2006,4,80,Park,2006
-37.81262741,144.9783301,Lophostemon,14/10/1998,104,20,Park,1998
-37.81212413,144.9798128,Jacaranda,16/10/1998,35,60,Park,1998
-37.81110933,144.983115,Calodendrum,15/10/1998,42,1,Park,1998
-37.81095481,144.9828698,Tilia,15/10/1998,56,60,Park,1998
-37.81192293,144.9767073,Platanus,21/11/1997,36,5,Street,1997
-37.81490669,144.976186,Ulmus,2/01/2000,123,10,Park,1900
-37.814504,144.9826481,Taxodium,14/07/2000,23,80,Park,2000
-37.81071843,144.9811448,Pinus,15/10/1998,67,20,Park,1998
-37.81514564,144.9772375,Ulmus,16/10/1998,148,20,Park,1998
-37.81653586,144.9821681,Ficus,,1,80,Park,NA
-37.81388153,144.9825993,Washingtonia,13/10/1998,54,60,Park,1998
-37.81654172,144.9781125,Pyrus,15/06/1999,27,20,Street,1999
-37.8154637,144.9806417,Cedrus,13/10/1998,76,10,Park,1998
-37.81391627,144.9818971,Quercus,5/06/2007,5,80,Park,2007
-37.81272677,144.9784435,Platanus,14/10/1998,92,20,Park,1998
-37.81641423,144.9782503,Platanus,20/11/1997,63,20,Street,1997
-37.81526437,144.9768833,Buckinghamia,16/10/1998,43,30,Park,1998
-37.81421625,144.9760155,Cedrus,1/01/2000,85,30,Park,2000
-37.81147826,144.9821883,Phoenix,1/01/2000,96,80,Park,2000
-37.81435035,144.9777569,Ulmus,10/12/1998,119,20,Park,1998
-37.81438346,144.9792237,Ulmus,10/12/1998,148,20,Park,1998
-37.81334053,144.9815094,Ficus,15/10/1998,257,60,Park,1998
-37.81264671,144.9791183,Platanus,14/10/1998,56,5,Park,1998
-37.81359658,144.9761136,Fraxinus,1/01/2000,29,20,Park,1900
-37.81165217,144.9786147,Ulmus,14/10/1998,100,10,Park,1998
-37.81474878,144.9813348,Ulmus,13/10/1998,114,10,Park,1998
-37.81113807,144.9811532,Quercus,14/10/1998,108,60,Park,1998
-37.81186665,144.9796964,Syzygium,2/01/2000,53,20,Park,1900
-37.81592231,144.9777695,Pittosporum,10/12/1998,13,20,Park,1998
-37.81356439,144.976679,Populus,16/10/1998,148,10,Park,1998
-37.81612775,144.9775161,Ulmus,10/12/1998,92,20,Park,1998
-37.81314826,144.9828581,Syzygium,2/01/2000,40,60,Park,1900
-37.81483523,144.9820036,Agathis,20/01/2006,6,80,Park,2006
-37.81585448,144.9770053,Ulmus,10/12/1998,39,30,Park,1998
-37.81111626,144.9789147,Pinus,14/10/1998,96,60,Park,1998
-37.81120565,144.9755674,Platanus,21/11/1997,44,20,Street,1997
-37.81579807,144.9819891,Araucaria,13/10/1998,85,60,Park,1998
-37.81518282,144.9810633,Ulmus,,5,80,Park,NA
-37.81380879,144.9801694,Butia,13/10/1998,54,60,Park,1998
-37.812581,144.9788658,Platanus,14/10/1998,64,5,Park,1998
-37.81129681,144.9831804,Pinus,15/10/1998,70,60,Park,1998
-37.81593619,144.9776906,Pittosporum,10/12/1998,13,20,Park,1998
-37.81177757,144.9831001,Araucaria,14/07/2000,27,80,Park,2000
-37.81433222,144.9796145,Livistona,13/10/1998,28,60,Park,1998
-37.81389272,144.9817901,Washingtonia,13/10/1998,51,60,Park,1998
-37.8133563,144.9761224,Corymbia,1/01/2000,68,60,Park,1900
-37.81302064,144.9815422,Ulmus,2/01/2000,29,60,Park,1900
-37.81472202,144.98185,Tilia,13/10/1998,76,60,Park,1998
-37.81551247,144.979361,Araucaria,10/12/1998,67,60,Park,1998
-37.81613103,144.9786569,Ulmus,10/12/1998,83,30,Park,1998
-37.81202761,144.9791403,Ulmus,14/10/1998,93,20,Park,1998
-37.81237604,144.978092,Ulmus,14/10/1998,136,20,Park,1998
-37.81452078,144.9797004,Malus,2/01/2000,32,20,Park,1900
-37.81194769,144.9828778,Ulmus,16/10/1998,113,10,Park,1998
-37.81523134,144.9821695,Quercus,13/10/1998,68,60,Park,1998
-37.81143184,144.9827824,Araucaria,2/01/2000,62,30,Park,1900
-37.81157009,144.9785527,Ulmus,14/10/1998,111,5,Park,1998
-37.81442274,144.9760537,Ficus,16/10/1998,283,30,Park,1998
-37.81127459,144.9824878,Grevillea,2/01/2000,63,20,Park,1900
-37.81128853,144.9820814,Corymbia,2/01/2000,82,60,Park,1900
-37.81219459,144.9793599,Washingtonia,,32,60,Park,NA
-37.81088647,144.9812061,Quercus,12/12/2006,6,80,Park,2006
-37.81576949,144.978206,Schinus,10/12/1998,35,60,Street,1998
-37.81215799,144.980657,Ulmus,14/10/1998,104,10,Park,1998
-37.81302897,144.9803989,Ulmus,14/10/1998,122,20,Park,1998
-37.81215957,144.9793468,Washingtonia,16/10/1998,30,60,Park,1998
-37.8135993,144.975129,Ficus,16/10/1998,252,30,Park,1998
-37.81518661,144.9827409,Ulmus,25/11/1997,81,20,Street,1997
-37.81354626,144.9813036,Cedrus,16/10/1998,87,30,Park,1998
-37.81412863,144.9752067,Eucalyptus,16/10/1998,102,80,Park,1998
-37.8149263,144.9831325,Ulmus,25/11/1997,24,30,Street,1997
-37.81515704,144.982398,Agathis,13/07/2000,20,80,Park,2000
-37.8157398,144.9757908,Eucalyptus,10/12/1998,42,30,Park,1998
-37.81454934,144.9825384,Harpephyllum,14/07/2000,22,80,Park,2000
-37.81262792,144.9794942,Ulmus,14/10/1998,104,10,Park,1998
-37.81353528,144.9811732,Cedrus,16/10/1998,87,20,Park,1998
-37.81221087,144.9795843,Agathis,1/01/2000,19,80,Park,2000
-37.81399417,144.9795711,Ulmus,13/10/1998,142,20,Park,1998
-37.8121864,144.9825668,Ulmus,16/10/1998,98,10,Park,1998
-37.81567213,144.9809562,Quercus,13/10/1998,95,30,Park,1998
-37.81370597,144.9811628,Cedrus,13/10/1998,108,20,Park,1998
-37.81460199,144.9749324,Ulmus,16/10/1998,121,20,Park,1998
-37.81091204,144.9801221,Corymbia,14/10/1998,40,60,Park,1998
-37.81598789,144.9783136,Pittosporum,10/12/1998,14,30,Park,1998
-37.81601322,144.9766931,Ulmus,10/12/1998,74,5,Park,1998
-37.81088996,144.9789985,Metasequoia,1/01/2000,22,20,Park,2000
-37.81548377,144.9808869,Cedrus,13/10/1998,108,20,Park,1998
-37.81424421,144.9824019,Lophostemon,13/10/1998,62,30,Park,1998
-37.81227041,144.9799082,Populus,14/10/1998,140,10,Park,1998
-37.81500587,144.9757644,Quercus,16/10/1998,60,60,Park,1998
-37.81203322,144.978422,Lophostemon,14/10/1998,48,20,Park,1998
-37.815692,144.98047,Phoenix,13/10/1998,67,60,Park,1998
-37.81132848,144.9791299,Brachychiton,14/10/1998,54,20,Park,1998
-37.81652199,144.9820421,Ficus,10/12/1998,70,30,Park,1998
-37.81349772,144.9757361,Corymbia,12/12/2006,9,80,Park,2006
-37.81375398,144.9791494,Liriodendron,13/10/1998,22,10,Park,1998
-37.81565539,144.980243,Syzygium,2/01/2000,90,60,Park,1900
-37.81411808,144.9798708,Fagus,13/10/1998,42,60,Park,1998
-37.81588067,144.976636,Araucaria,10/12/1998,22,80,Park,1998
-37.81491295,144.9753389,Brachychiton,16/10/1998,47,60,Park,1998
-37.81555854,144.9820367,Ulmus,13/10/1998,113,10,Park,1998
-37.81515574,144.981176,Ulmus,,5,80,Park,NA
-37.81318111,144.9762433,Quercus,16/10/1998,97,60,Park,1998
-37.81506346,144.9800094,Ulmus,10/12/1998,124,10,Park,1998
-37.81507308,144.9751865,Ficus,1/01/2000,19,80,Park,2000
-37.8120205,144.9775973,Platanus,21/11/1997,29,30,Street,1997
-37.81181686,144.9827526,Jacaranda,15/10/1998,45,30,Park,1998
-37.81461783,144.9818598,Quercus,13/10/1998,87,60,Park,1998
-37.8118424,144.9760064,Platanus,21/11/1997,52,10,Street,1997
-37.81210274,144.9790337,Ulmus,14/10/1998,117,10,Park,1998
-37.81491647,144.9810812,Corymbia,20/01/2006,9,5,Park,2006
-37.81147958,144.9786608,Ulmus,14/10/1998,117,5,Park,1998
-37.81485187,144.9806456,Ulmus,,8,80,Park,NA
-37.81268576,144.9827204,Ulmus,16/10/1998,111,10,Park,1998
-37.81611783,144.9759419,Platanus,20/11/1997,43,10,Street,1997
-37.81642875,144.9798891,Pinus,10/09/1998,73,60,Park,1998
-37.81348405,144.9752187,Agonis,16/10/1998,127,5,Park,1998
-37.81564252,144.9770362,Ulmus,10/12/1998,67,5,Street,1998
-37.81385747,144.9831675,Ulmus,1/01/2000,21,60,Street,1900
-37.81461492,144.9813693,Ulmus,13/10/1998,83,5,Park,1998
-37.81120318,144.980872,Ulmus,14/10/1998,80,10,Park,1998
